# !  MKO filter system                                                                                                                                                                                    



#   t (Gyr) =  0.001
#---------------------------------------------------------------------------------------------------------------------------

age_Gyr  M_Msun   Teff(K)   L/Ls  lg(g)   R(Gm)   D      Li            J             H            Ks        Lprime             M'          
0.040  0.0700  2855.   -2.57   4.62   1.49  0.0000  0.9990         9.132         8.602         8.251         7.791         7.833  
0.040  0.0720  2867.   -2.55   4.62   1.51  0.0000  0.9980         9.091         8.560         8.211         7.755         7.794  
0.040  0.0750  2886.   -2.52   4.62   1.55  0.0000  0.9980         9.010         8.477         8.130         7.680         7.716  
0.040  0.0800  2911.   -2.48   4.63   1.59  0.0000  0.9940         8.938         8.402         8.059         7.617         7.649  
0.040  0.0900  2955.   -2.40   4.63   1.68  0.0000  0.9790         8.761         8.221         7.887         7.457         7.486  
0.040  0.1000  2994.   -2.33   4.62   1.78  0.0000  0.9440         8.591         8.047         7.720         7.301         7.326  
0.040  0.1100  3105.   -2.26   4.65   1.80  0.0000  0.7580         8.447         7.891         7.582         7.198         7.207  
0.040  0.1300  3164.   -2.15   4.65   1.97  0.0000  0.3960         8.198         7.635         7.336         6.970         6.981  
0.040  0.1500  3214.   -2.06   4.64   2.13  0.0000  0.1490         7.979         7.410         7.119         6.768         6.781  
0.040  0.1750  3262.   -1.96   4.64   2.31  0.0000  0.0318         7.747         7.172         6.888         6.551         6.566  
0.040  0.2000  3301.   -1.87   4.63   2.48  0.0000  0.0042         7.559         6.978         6.700         6.374         6.391  
0.040  0.2500  3360.   -1.73   4.62   2.82  0.0000  0.0001         7.231         6.643         6.371         6.063         6.083  
0.040  0.3000  3414.   -1.62   4.61   3.11  0.0000  0.0000         6.966         6.371         6.106         5.812         5.838  
0.040  0.3500  3455.   -1.52   4.61   3.39  0.0000  0.0000         6.738         6.139         5.878         5.595         5.626  
0.040  0.4000  3495.   -1.44   4.60   3.64  0.0000  0.0000         6.550         5.947         5.690         5.418         5.454  
0.040  0.4500  3529.   -1.37   4.59   3.90  0.0000  0.0000         6.373         5.766         5.512         5.249         5.288  
0.040  0.5000  3568.   -1.30   4.59   4.14  0.0000  0.0000         6.212         5.601         5.351         5.098         5.140  
0.040  0.5700  3642.   -1.18   4.57   4.51  0.0000  0.0000         5.962         5.343         5.102         4.867         4.918  
0.040  0.6000  3681.   -1.14   4.56   4.67  0.0000  0.0000         5.858         5.234         4.999         4.773         4.828  
0.040  0.6200  3710.   -1.10   4.56   4.78  0.0000  0.0000         5.780         5.154         4.923         4.704         4.761  
0.040  0.7000  3869.   -0.94   4.52   5.27  0.0000  0.0027         5.442         4.797         4.590         4.415         4.489  
0.040  0.7500  4003.   -0.83   4.50   5.64  0.0000  0.0298         5.188         4.529         4.349         4.212         4.301  
0.040  0.8000  4215.   -0.68   4.47   6.02  0.0000  0.1420         4.868         4.216         4.072         3.982         4.093  
0.040  0.8500  4478.   -0.51   4.43   6.46  0.0000  0.3290         4.510         3.906         3.795         3.745         3.857  
0.040  0.9000  4774.   -0.33   4.39   7.00  0.0000  0.5290         4.141         3.629         3.536         3.494         3.583  
0.040  0.9500  5126.   -0.15   4.36   7.45  0.0000  0.6850         3.806         3.382         3.308         3.274         3.344  
0.040  1.0000  5308.   -0.12   4.40   7.27  0.0000  0.7890         3.765         3.378         3.313         3.287         3.348  
0.040  1.0500  5406.   -0.08   4.42   7.28  0.0000  0.8560         3.717         3.349         3.288         3.264         3.319  
0.040  1.1000  5523.    0.00   4.40   7.66  0.0000  0.9020         3.551         3.205         3.149         3.126         3.177  
0.040  1.1500  5638.    0.09   4.36   8.13  0.0000  0.9330         3.373         3.046         2.994         2.975         3.019  
0.040  1.2000  5778.    0.18   4.33   8.63  0.0000  0.9550         3.183         2.878         2.832         2.817         2.853  
0.040  1.3000  6143.    0.37   4.28   9.54  0.0000  0.9790         2.825         2.577         2.537         2.529         2.546  
0.040  1.4000  6624.    0.54   4.28   9.92  0.0000  0.9900         2.576         2.392         2.361         2.360         2.358  
0.050  0.0020   491.   -6.10   3.55   0.86  1.0000  1.0000        17.941        18.962        19.974        15.370        15.464  
0.050  0.0030   585.   -5.79   3.72   0.87  1.0000  1.0000        17.137        17.666        18.048        14.358        14.656  
0.050  0.0040   676.   -5.53   3.84   0.88  1.0000  1.0000        16.505        16.774        16.851        13.680        13.926  
0.050  0.0050   756.   -5.34   3.93   0.88  1.0000  1.0000        15.943        16.144        16.160        13.249        13.485  
0.050  0.0060   840.   -5.15   4.01   0.88  1.0000  1.0000        15.118        15.366        15.516        12.821        13.195  
0.050  0.0070   928.   -4.98   4.08   0.88  1.0000  1.0000        14.665        14.759        14.879        12.390        12.805  
0.050  0.0080  1010.   -4.83   4.14   0.88  1.0000  1.0000        14.385        14.206        14.294        11.982        12.493  
0.050  0.0090  1085.   -4.71   4.19   0.88  1.0000  1.0000        14.279        13.825        13.791        11.645        12.139  
0.050  0.0100  1171.   -4.57   4.23   0.89  0.9900  1.0000        14.122        13.419        13.265        11.258        11.808  
0.050  0.0120  1520.   -4.05   4.24   0.95  0.7150  1.0000        12.869        12.160        11.553        10.198        10.665  
0.050  0.0150  1903.   -3.57   4.25   1.06  0.0176  1.0000        11.391        10.883        10.365         9.470         9.809  
0.050  0.0200  1909.   -3.64   4.45   0.97  0.0000  1.0000        11.538        11.022        10.545         9.636        10.041  
0.050  0.0300  2246.   -3.31   4.58   1.03  0.0000  1.0000        10.800        10.262         9.825         9.106         9.251  
0.050  0.0400  2480.   -3.08   4.64   1.10  0.0000  1.0000        10.239         9.748         9.364         8.762         8.883  
0.050  0.0500  2651.   -2.88   4.66   1.20  0.0000  1.0000         9.827         9.319         8.943         8.415         8.503  
0.050  0.0600  2759.   -2.75   4.68   1.29  0.0000  0.9990         9.552         9.031         8.669         8.179         8.243  
0.050  0.0700  2837.   -2.65   4.69   1.38  0.0000  0.9940         9.315         8.786         8.435         7.970         8.021  
0.050  0.0720  2852.   -2.62   4.68   1.40  0.0000  0.9930         9.262         8.731         8.382         7.922         7.969  
0.050  0.0750  2872.   -2.59   4.68   1.44  0.0000  0.9880         9.192         8.659         8.313         7.859         7.902  
0.050  0.0800  2901.   -2.55   4.69   1.47  0.0000  0.9720         9.105         8.568         8.227         7.781         7.819  
0.050  0.0900  2948.   -2.47   4.69   1.56  0.0000  0.9000         8.926         8.385         8.051         7.620         7.653  
0.050  0.1000  2989.   -2.40   4.68   1.66  0.0000  0.7550         8.753         8.208         7.881         7.462         7.491  
0.050  0.1100  3095.   -2.33   4.72   1.67  0.0000  0.3550         8.629         8.073         7.764         7.376         7.390  
0.050  0.1300  3159.   -2.22   4.71   1.83  0.0000  0.0885         8.364         7.801         7.502         7.134         7.148  
0.050  0.1500  3211.   -2.13   4.71   1.96  0.0000  0.0117         8.154         7.586         7.295         6.942         6.957  
0.050  0.1750  3260.   -2.03   4.71   2.14  0.0000  0.0009         7.921         7.347         7.064         6.725         6.741  
0.050  0.2000  3303.   -1.94   4.70   2.30  0.0000  0.0001         7.720         7.141         6.863         6.537         6.555  
0.050  0.2500  3361.   -1.80   4.69   2.60  0.0000  0.0000         7.401         6.815         6.544         6.235         6.256  
0.050  0.3000  3414.   -1.69   4.68   2.88  0.0000  0.0000         7.127         6.536         6.270         5.976         6.001  
0.050  0.3500  3458.   -1.59   4.68   3.13  0.0000  0.0000         6.910         6.314         6.053         5.770         5.800  
0.050  0.4000  3501.   -1.50   4.66   3.39  0.0000  0.0000         6.698         6.097         5.841         5.569         5.605  
0.050  0.4500  3536.   -1.42   4.65   3.64  0.0000  0.0000         6.515         5.911         5.657         5.394         5.433  
0.050  0.5000  3578.   -1.34   4.64   3.90  0.0000  0.0000         6.333         5.724         5.475         5.223         5.265  
0.050  0.5700  3668.   -1.22   4.62   4.27  0.0000  0.0000         6.063         5.445         5.207         4.976         5.028  
0.050  0.6000  3720.   -1.16   4.61   4.45  0.0000  0.0000         5.932         5.309         5.078         4.860         4.917  
0.050  0.6200  3763.   -1.12   4.60   4.57  0.0000  0.0000         5.840         5.212         4.987         4.780         4.841  
0.050  0.7000  3980.   -0.92   4.55   5.14  0.0000  0.0022         5.407         4.755         4.569         4.423         4.507  
0.050  0.7500  4224.   -0.75   4.51   5.54  0.0000  0.0287         5.043         4.396         4.251         4.161         4.270  
0.050  0.8000  4515.   -0.57   4.48   5.95  0.0000  0.1410         4.663         4.072         3.962         3.913         4.022  
0.050  0.8500  4825.   -0.39   4.44   6.38  0.0000  0.3290         4.311         3.813         3.723         3.682         3.767  
0.050  0.9000  5030.   -0.32   4.46   6.43  0.0000  0.5290         4.177         3.729         3.650         3.616         3.690  
0.050  0.9500  5122.   -0.28   4.48   6.43  0.0000  0.6850         4.127         3.702         3.627         3.593         3.663  
0.050  1.0000  5270.   -0.19   4.46   6.77  0.0000  0.7890         3.938         3.545         3.477         3.449         3.511  
0.050  1.0500  5398.   -0.10   4.43   7.19  0.0000  0.8560         3.746         3.376         3.316         3.291         3.347  
0.050  1.1000  5516.    0.00   4.40   7.66  0.0000  0.9020         3.554         3.207         3.150         3.127         3.179  
0.050  1.1500  5656.    0.10   4.36   8.17  0.0000  0.9330         3.354         3.030         2.978         2.960         3.004  
0.050  1.2000  5810.    0.19   4.33   8.66  0.0000  0.9550         3.165         2.864         2.819         2.805         2.840  
0.050  1.3000  6202.    0.38   4.28   9.46  0.0000  0.9790         2.822         2.582         2.544         2.536         2.550  
0.050  1.4000  6628.    0.54   4.28   9.91  0.0000  0.9900         2.577         2.393         2.363         2.361         2.359  
0.060  0.0020   475.   -6.17   3.56   0.86  1.0000  1.0000        18.191        19.247        20.427        15.577        15.465  
0.060  0.0030   560.   -5.87   3.73   0.86  1.0000  1.0000        17.355        18.021        18.594        14.630        14.770  
0.060  0.0040   639.   -5.64   3.85   0.87  1.0000  1.0000        16.699        17.114        17.333        13.957        14.157  
0.060  0.0050   722.   -5.42   3.94   0.87  1.0000  1.0000        16.045        16.425        16.520        13.479        13.654  
0.060  0.0060   798.   -5.25   4.02   0.87  1.0000  1.0000        15.382        15.683        15.840        13.042        13.393  
0.060  0.0070   879.   -5.08   4.09   0.87  1.0000  1.0000        14.911        15.139        15.261        12.662        13.009  
0.060  0.0080   960.   -4.93   4.15   0.87  1.0000  1.0000        14.563        14.573        14.670        12.258        12.684  
0.060  0.0090  1037.   -4.80   4.20   0.87  1.0000  1.0000        14.356        14.115        14.145        11.902        12.365  
0.060  0.0100  1118.   -4.66   4.24   0.87  0.9850  1.0000        14.211        13.700        13.638        11.548        12.018  
0.060  0.0120  1475.   -4.12   4.26   0.94  0.6650  1.0000        13.059        12.321        11.741        10.307        10.862  
0.060  0.0150  1754.   -3.77   4.31   0.99  0.0022  1.0000        12.249        11.573        10.885         9.771         9.950  
0.060  0.0200  1814.   -3.77   4.49   0.93  0.0000  1.0000        12.053        11.443        10.870         9.869        10.287  
0.060  0.0300  2180.   -3.40   4.62   0.98  0.0000  1.0000        11.056        10.482        10.029         9.264         9.403  
0.060  0.0400  2434.   -3.15   4.68   1.05  0.0000  1.0000        10.403         9.912         9.531         8.906         9.046  
0.060  0.0500  2618.   -2.95   4.71   1.14  0.0000  1.0000         9.982         9.476         9.102         8.561         8.665  
